cid,mw_pc,smiles,connectivitysmiles,iupac,logp_pc
11378470,114.19,CCCC[C@@H](C)C=O,CCCCC(C)C=O,(2R)-2-methylhexanal,2.2
11412356,110.11,CC(=O)C#CC(=O)C,CC(=O)C#CC(=O)C,"hex-3-yne-2,5-dione",0.5
11434906,45.06,[2H]CC=O,CC=O,2-deuterioacetaldehyde,-0.3
11434908,61.057,[13CH3][13C](=O)[13CH3],CC(=O)C,"(1,2,3-13C3)propan-2-one",-0.1
11434915,98.10,C1C(C1C=O)C=O,C1C(C1C=O)C=O,"cyclopropane-1,2-dicarbaldehyde",-0.7
11449864,314.73,CC(=O)C[Hg]CC(=O)C,CC(=O)C[Hg]CC(=O)C,bis(2-oxopropyl)mercury,
11603089,82.06,C(=O)C#CC=O,C(=O)C#CC=O,but-2-ynedial,0.0
11615163,124.18,CCCC#CC(=O)CC,CCCC#CC(=O)CC,oct-4-yn-3-one,2.4
11626652,118.11,CC(=O)C(C(=O)C)F,CC(=O)C(C(=O)C)F,"3-fluoropentane-2,4-dione",0.3
11636788,60.08,CC(=[18O])C,CC(=O)C,propan-2-(18O)one,-0.1
11768544,114.14,CC(=O)C(C)(C)C=O,CC(=O)C(C)(C)C=O,"2,2-dimethyl-3-oxobutanal",0.5
11788284,114.19,CCC(CC)CC=O,CCC(CC)CC=O,3-ethylpentanal,2.1
11804674,82.10,C#CCCC=O,C#CCCC=O,pent-4-ynal,0.2
11815385,130.17,CC(=O)C(=S)C(=O)C,CC(=O)C(=S)C(=O)C,"3-sulfanylidenepentane-2,4-dione",0.1
11816666,212.03,CCC(=O)C(C)I,CCC(=O)C(C)I,2-iodopentan-3-one,1.7
11953960,368.4,COC(=O)/C(=C\O)/[C@@H](C[C@H]1C2=C(CCN1)C3=CC=CC=C3N2)[C@@H](C=C)C=O,COC(=O)C(=CO)C(CC1C2=C(CCN1)C3=CC=CC=C3N2)C(C=C)C=O,"methyl (2Z,3S,4R)-4-formyl-2-(hydroxymethylidene)-3-[[(1S)-2,3,4,9-tetrahydro-1H-pyrido[3,4-b]indol-1-yl]methyl]hex-5-enoate",2.5
12006902,91.16,[2H]C([2H])([2H])C(=O)C([2H])([2H])CC,CCCC(=O)C,"1,1,1,3,3-pentadeuteriopentan-2-one",0.9
12039955,104.08,CC(=O)C(C=O)F,CC(=O)C(C=O)F,2-fluoro-3-oxobutanal,0.1
12069270,117.20,[2H]C([2H])([2H])CCCCCC=O,CCCCCCC=O,"7,7,7-trideuterioheptanal",2.3
12161641,45.045,C[13CH]=O,CC=O,acetaldehyde,-0.3
12196717,108.16,[2H]C([2H])([2H])C(=O)C([2H])([2H])C(=O)C([2H])([2H])[2H],CC(=O)CC(=O)C,"1,1,1,3,3,5,5,5-octadeuteriopentane-2,4-dione",0.4
12197630,92.13,[2H]C([2H])([2H])C(=O)C(=O)C([2H])([2H])[2H],CC(=O)C(=O)C,"1,1,1,4,4,4-hexadeuteriobutane-2,3-dione",-1.3
12198038,45.045,[13CH3]C=O,CC=O,acetaldehyde,-0.3
12198039,46.06,[2H]CC(=O)[2H],CC=O,"1,2-dideuterioethanone",-0.3
12198040,46.06,[2H]C([2H])C=O,CC=O,"2,2-dideuterioacetaldehyde",-0.3
12198041,45.05,CC=[17O],CC=O,acetaldehyde,-0.3
12198042,48.038,[14CH3][14CH]=O,CC=O,acetaldehyde,-0.3
12198043,46.045,C[14CH]=O,CC=O,acetaldehyde,-0.3
12198205,74.12,[2H]C([2H])(CC)C=O,CCCC=O,"2,2-dideuteriobutanal",0.9
12198207,75.12,[2H]C([2H])([2H])CCC=O,CCCC=O,"4,4,4-trideuteriobutanal",0.9
12198209,74.12,[2H]C([2H])(C)CC=O,CCCC=O,"3,3-dideuteriobutanal",0.9
12198210,80.15,[2H]C(=O)C([2H])([2H])C([2H])([2H])C([2H])([2H])[2H],CCCC=O,"1,2,2,3,3,4,4,4-octadeuteriobutan-1-one",0.9
12198513,87.12,CC(C)C[13CH]=O,CC(C)CC=O,3-methyl(113C)butanal,1.0
12200355,108.57,CCC(=O)C.Cl,CCC(=O)C.Cl,butan-2-one;hydrochloride,
12200359,75.12,[2H]C([2H])([2H])CC(=O)C,CCC(=O)C,"4,4,4-trideuteriobutan-2-one",0.3
12201206,73.11,[2H]C(C)(C)C=O,CC(C)C=O,2-deuterio-2-methylpropanal,0.8
12201346,60.09,[2H]C([2H])(C)C=O,CCC=O,"2,2-dideuteriopropanal",0.6
12201347,59.09,[2H]C(C)C=O,CCC=O,2-deuteriopropanal,0.6
12201349,59.09,[2H]C(=O)CC,CCC=O,1-deuteriopropan-1-one,0.6
12201350,60.09,[2H]CCC(=O)[2H],CCC=O,"1,3-dideuteriopropan-1-one",0.6
12203605,124.20,[2H]C([2H])([2H])C(=O)C([2H])([2H])C([2H])([2H])C(=O)C([2H])([2H])[2H],CC(=O)CCC(=O)C,"1,1,1,3,3,4,4,6,6,6-decadeuteriohexane-2,5-dione",-0.3
12207194,101.16,[2H]C(=O)CCCCC,CCCCCC=O,1-deuteriohexan-1-one,1.8
12214490,87.14,[2H]C(C)C(=O)CC,CCC(=O)CC,2-deuteriopentan-3-one,0.9
12215931,60.05,[2H]C(=O)C(=O)[2H],C(=O)C=O,"1,2-dideuterioethane-1,2-dione",-0.4
12215932,94.07,C(=O)C=O.O.O,C(=O)C=O.O.O,oxaldehyde;dihydrate,
12217224,87.14,[2H]C(CCC)C=O,CCCCC=O,2-deuteriopentanal,1.1
12336936,104.08,CC(=O)CC(=O)F,CC(=O)CC(=O)F,3-oxobutanoyl fluoride,0.1
12431621,84.12,C1CC(C1)C=O,C1CC(C1)C=O,cyclobutanecarbaldehyde,0.7
12452734,151.00,CC(=O)CCBr,CC(=O)CCBr,4-bromobutan-2-one,0.6
12477205,100.16,CC[C@H](C)CC=O,CCC(C)CC=O,(3S)-3-methylpentanal,1.5
12477208,100.16,CC[C@@H](C)CC=O,CCC(C)CC=O,(3R)-3-methylpentanal,1.5
12484446,144.17,CCOC(CC=O)CC=O,CCOC(CC=O)CC=O,3-ethoxypentanedial,-0.6
12507094,71.10,CC(C)[C+]=O,CC(C)[C+]=O,2-methylpropan-1-one,0.8
12531590,104.12,CC(=O)C(C)(C)F,CC(=O)C(C)(C)F,3-fluoro-3-methylbutan-2-one,0.9
12531594,90.10,CC(C)(C=O)F,CC(C)(C=O)F,2-fluoro-2-methylpropanal,0.7
12537305,198.00,CCC(C=O)I,CCC(C=O)I,2-iodobutanal,1.3
12538120,128.17,CCC(=O)CCCC=O,CCC(=O)CCCC=O,5-oxoheptanal,0.1
12543514,45.06,CC=[OH+],CC=[OH+],ethylideneoxidanium,-0.3
12543519,59.09,CC(=[OH+])C,CC(=[OH+])C,propan-2-ylideneoxidanium,-0.1
12545125,90.10,CCC(=O)CF,CCC(=O)CF,1-fluorobutan-2-one,0.8
12545134,215.99,CCC(=O)C(F)I,CCC(=O)C(F)I,1-fluoro-1-iodobutan-2-one,1.6
12550982,92.48,C(=O)C(=O)Cl,C(=O)C(=O)Cl,2-oxoacetyl chloride,0.7
12575733,128.17,CCC(CCC=O)C=O,CCC(CCC=O)C=O,2-ethylpentanedial,0.4
12607548,70.09,[CH2]CC[C]=O,[CH2]CC[C]=O,,0.9
12616643,114.19,C[C@H](CC=O)C(C)C,CC(C)C(C)CC=O,"(3R)-3,4-dimethylpentanal",1.8
12632821,140.95,C(=O)C(C=O)(Cl)Cl,C(=O)C(C=O)(Cl)Cl,"2,2-dichloropropanedial",0.6
12652952,198.00,CCC(=O)CI,CCC(=O)CI,1-iodobutan-2-one,1.1
12666451,136.10,CC(=O)C(C(=O)C)(F)F,CC(=O)C(C(=O)C)(F)F,"3,3-difluoropentane-2,4-dione",0.5
12671974,73.11,[2H]C(CC)C=O,CCCC=O,2-deuteriobutanal,0.9
12710519,90.10,CCC(C=O)F,CCC(C=O)F,2-fluorobutanal,1.0
12712037,114.14,CCC(=O)C(C)C=O,CCC(=O)C(C)C=O,2-methyl-3-oxopentanal,0.6
12746998,102.13,COCCCC=O,COCCCC=O,4-methoxybutanal,-0.1
12759147,140.10,CCC(=O)CC(F)(F)F,CCC(=O)CC(F)(F)F,"1,1,1-trifluoropentan-3-one",1.5
12933794,137.05,C[Se]CC=O,C[Se]CC=O,2-methylselanylacetaldehyde,
12951109,108.09,CC(=O)C(C)(F)F,CC(=O)C(C)(F)F,"3,3-difluorobutan-2-one",1.0
13001278,61.10,[2H]C([2H])([2H])C(=O)C,CC(=O)C,"1,1,1-trideuteriopropan-2-one",-0.1
13001281,60.065,[13CH3]C(=O)[13CH3],CC(=O)C,"(1,3-13C2)propan-2-one",-0.1
13005248,220.88,CC(=O)C[Sn](C)(C)C,CC(=O)C[Sn](C)(C)C,1-trimethylstannylpropan-2-one,
13027931,116.16,CCOCCCC=O,CCOCCCC=O,4-ethoxybutanal,0.2
13027933,116.16,COCCCCC=O,COCCCCC=O,5-methoxypentanal,0.2
13163928,112.13,C1CC1C(C=O)C=O,C1CC1C(C=O)C=O,2-cyclopropylpropanedial,0.5
13217260,236.1,C(C[Ge](Cl)(Cl)Cl)C=O,C(C[Ge](Cl)(Cl)Cl)C=O,3-trichlorogermylpropanal,
13244787,80.06,C(C=O)F.O,C(C=O)F.O,2-fluoroacetaldehyde;hydrate,
13309291,122.06,C(CP(O)O)C=O,C(CP(O)O)C=O,3-oxopropylphosphonous acid,-1.6
13379956,84.12,C[C@@H]1C[C@H]1C=O,CC1CC1C=O,"cis-(1R,2R)-2-methylcyclopropane-1-carbaldehyde",0.6
13379958,84.12,CC1CC1C=O,CC1CC1C=O,2-methylcyclopropane-1-carbaldehyde,0.6
13383432,184.27,C(CCCCC=O)CCCCC=O,C(CCCCC=O)CCCCC=O,undecanedial,2.5
13411454,234.91,CC(=O)CC[Sn](C)(C)C,CC(=O)CC[Sn](C)(C)C,4-trimethylstannylbutan-2-one,
13418281,128.13,CC(=O)CC(=O)C(=O)C,CC(=O)CC(=O)C(=O)C,"hexane-2,3,5-trione",-0.6
13539283,213.7,CC(=O)[Te]C(=O)C,CC(=O)[Te]C(=O)C,Te-acetyl ethanetelluroate,
13547179,183.98,CC(C=O)I,CC(C=O)I,2-iodopropanal,1.0
13570032,102.13,CC(C)(C)C=[O+][O-],CC(C)(C)C=[O+][O-],"2,2-dimethylpropylidene(oxido)oxidanium",0.6
13610083,90.10,CC(=O)CCF,CC(=O)CCF,4-fluorobutan-2-one,0.2
13625567,132.18,CCCCCC(C=O)F,CCCCCC(C=O)F,2-fluoroheptanal,2.5
13639696,212.03,CCCC(C=O)I,CCCC(C=O)I,2-iodopentanal,1.9
13643743,130.14,C(COCCC=O)C=O,C(COCCC=O)C=O,3-(3-oxopropoxy)propanal,-1.1
13669119,261.76,CC(=O)[CH-]C(=O)C.CC(=O)[CH-]C(=O)C.[Cu+2],CC(=O)[CH-]C(=O)C.CC(=O)[CH-]C(=O)C.[Cu+2],"copper bis(pentane-2,4-dione)",
13699909,114.14,CC(CC(=O)C)C=O,CC(CC(=O)C)C=O,2-methyl-4-oxopentanal,-0.1
13699910,114.14,C[C@@H](CC(=O)C)C=O,CC(CC(=O)C)C=O,(2S)-2-methyl-4-oxopentanal,-0.1
13796889,114.06,C(=O)C(=O)C(=O)C=O,C(=O)C(=O)C(=O)C=O,"2,3-dioxobutanedial",-0.6
14103424,128.17,CC(CCCC=O)C=O,CC(CCCC=O)C=O,2-methylhexanedial,0.4
14271577,226.35,C(CCCCCCC=O)CCCCCC=O,C(CCCCCCC=O)CCCCCC=O,tetradecanedial,4.1
14292285,71.10,C[CH]C(=O)C,C[CH]C(=O)C,,0.3
14422750,108.09,CCC(C=O)(F)F,CCC(C=O)(F)F,"2,2-difluorobutanal",1.3
14470110,323.54,C(C=O)[Hg]Br,C(C=O)[Hg]Br,bromo(2-oxoethyl)mercury,
14718277,112.13,C1CC(C1)(C=O)C=O,C1CC(C1)(C=O)C=O,"cyclobutane-1,1-dicarbaldehyde",0.2
14764241,88.13,CC(=S)C=O,CC(=S)C=O,2-sulfanylidenepropanal,0.2
14764243,102.16,CC(=O)C(=S)C,CC(=O)C(=S)C,3-sulfanylidenebutan-2-one,0.2
14786267,128.17,CCCCC(=O)CC=O,CCCCC(=O)CC=O,3-oxoheptanal,0.9
14786268,114.14,CC(C)C(=O)CC=O,CC(C)C(=O)CC=O,4-methyl-3-oxopentanal,0.6
14931171,70.05,C(=C=O)C=O,C(=C=O)C=O,3-oxoprop-2-enal,0.0
15009267,128.17,CC(C)(CCC=O)C=O,CC(C)(CCC=O)C=O,"2,2-dimethylpentanedial",0.4
15009279,114.10,C(C=O)C(=O)CC=O,C(C=O)C(=O)CC=O,3-oxopentanedial,-0.8
15014471,118.15,CCCCC(C=O)F,CCCCC(C=O)F,2-fluorohexanal,1.9
15054725,179.13,CCC[Se]C(=O)CC,CCC[Se]C(=O)CC,Se-propyl propaneselenoate,
15110004,114.14,CCCC(=O)CC=O,CCCC(=O)CC=O,3-oxohexanal,0.4
15365680,226.06,C(CCC=O)CCI,C(CCC=O)CCI,6-iodohexanal,2.4
15461417,120.53,C(CC(=O)Cl)C=O,C(CC(=O)Cl)C=O,4-oxobutanoyl chloride,0.1
15560738,118.16,CC(=O)C(=O)SC,CC(=O)C(=O)SC,S-methyl 2-oxopropanethioate,0.5
15566595,128.17,CCCCCC(=O)C=O,CCCCCC(=O)C=O,2-oxoheptanal,1.5
15575778,116.11,C(C=O)C(CC=O)O,C(C=O)C(CC=O)O,3-hydroxypentanedial,-1.5
15582157,198.00,CC(=O)CCI,CC(=O)CCI,4-iodobutan-2-one,1.0
16104428,79.15,[2H]C([2H])([2H])C([2H])([2H])C([2H])([2H])C=O,CCCC=O,"2,2,3,3,4,4,4-heptadeuteriobutanal",0.9
16213377,77.14,[2H]C([2H])([2H])C(=O)C([2H])([2H])C,CCC(=O)C,"1,1,1,3,3-pentadeuteriobutan-2-one",0.3
17769813,90.05,C(C=O)C(=O)F,C(C=O)C(=O)F,3-oxopropanoyl fluoride,-0.1
17868745,108.09,CC(CC=O)(F)F,CC(CC=O)(F)F,"3,3-difluorobutanal",0.7
17868755,183.98,C(CI)C=O,C(CI)C=O,3-iodopropanal,0.8
17868782,108.09,C(C=O)C(CF)F,C(C=O)C(CF)F,"3,4-difluorobutanal",0.4
17868783,90.10,CC(CC=O)F,CC(CC=O)F,3-fluorobutanal,0.4
17879648,130.14,CCC=O.C(C=O)C=O,CCC=O.C(C=O)C=O,propanal;propanedial,
17879649,158.19,CCC(=O)CC.C(C=O)C=O,CCC(=O)CC.C(C=O)C=O,pentan-3-one;propanedial,
17879650,144.17,CCCC=O.C(C=O)C=O,CCCC=O.C(C=O)C=O,butanal;propanedial,
17879651,130.14,CC(=O)C.C(C=O)C=O,CC(=O)C.C(C=O)C=O,propanedial;propan-2-one,
17879652,144.17,CCC=O.CC(=O)CC=O,CCC=O.CC(=O)CC=O,3-oxobutanal;propanal,
17904871,94.06,CC(C=O)(F)F,CC(C=O)(F)F,"2,2-difluoropropanal",0.8
17930792,151.27,CC=O.O=[Zr],CC=O.O=[Zr],acetaldehyde;oxozirconium,
17960052,70.09,CC1CC1=O,CC1CC1=O,2-methylcyclopropan-1-one,0.3
18008592,128.13,C(CC(C=O)C=O)C=O,C(CC(C=O)C=O)C=O,"propane-1,1,3-tricarbaldehyde",-0.8
18172776,116.16,CCC=O.CC(=O)C,CCC=O.CC(=O)C,propanal;propan-2-one,
18177585,106.12,CC=O.CC=O.O,CC=O.CC=O.O,acetaldehyde;hydrate,
18185839,88.11,CC=O.CC=O,CC=O.CC=O,acetaldehyde,
18323591,75.09,[H+].C(CO)C=O,[H+].C(CO)C=O,hydron;3-hydroxypropanal,
18337316,81.91,[B]CCCC=O,[B]CCCC=O,,
18343036,87.87,B(CC=O)(O)O,B(CC=O)(O)O,2-oxoethylboronic acid,
18356450,102.17,CCC.CC(=O)C,CCC.CC(=O)C,propane;propan-2-one,
18364271,104.13,CC(=O)C(=O)S,CC(=O)C(=O)S,2-oxopropanethioic S-acid,0.2
18364295,104.13,C(=O)C(C=O)S,C(=O)C(C=O)S,2-sulfanylpropanedial,-0.2
18366337,76.09,CC(=O)C.O,CC(=O)C.O,propan-2-one;hydrate,
18366365,104.10,COC.C(=O)C=O,COC.C(=O)C=O,methoxymethane;oxaldehyde,
18406307,105.89,B(O)(O)O.CC=O,B(O)(O)O.CC=O,acetaldehyde;boric acid,
18421062,94.06,C(C(C=O)F)F,C(C(C=O)F)F,"2,3-difluoropropanal",0.5
18538325,128.13,C(CC(=O)CC=O)C=O,C(CC(=O)CC=O)C=O,3-oxohexanedial,-1.1
18597269,171.96,[3H]C(C=O)I,C(C=O)I,2-iodo-2-tritioacetaldehyde,0.4
18618759,98.05,C(=O)C(F)F.O,C(=O)C(F)F.O,"2,2-difluoroacetaldehyde;hydrate",
18624855,116.16,CC(C)OCCC=O,CC(C)OCCC=O,3-propan-2-yloxypropanal,0.3
18652427,101.16,[2H]C(CCCC)C=O,CCCCCC=O,2-deuteriohexanal,1.8
18674559,154.09,CCC(=O)C(=O)C(F)(F)F,CCC(=O)C(=O)C(F)(F)F,"1,1,1-trifluoropentane-2,3-dione",1.2
18680436,86.16,CC(=O)C.[Si],CC(=O)C.[Si],,
18691648,130.18,CCCC=O.CCC=O,CCCC=O.CCC=O,butanal;propanal,
18940200,186.29,CCCCCC=O.CCCCC=O,CCCCCC=O.CCCCC=O,hexanal;pentanal,
18974562,116.16,CCC=O.CCC=O,CCC=O.CCC=O,propanal,
18991945,158.05,C(=O)C(C(C=O)(F)F)(F)F,C(=O)C(C(C=O)(F)F)(F)F,"2,2,3,3-tetrafluorobutanedial",0.6
18999460,110.13,CC=O.OSO,CC=O.OSO,acetaldehyde;sulfanediol,
19018597,124.96,CC=O.Br,CC=O.Br,acetaldehyde;hydrobromide,
19033815,88.06,C=O.C(=O)C=O,C=O.C(=O)C=O,formaldehyde;oxaldehyde,
19044839,94.54,CC(=O)C.Cl,CC(=O)C.Cl,propan-2-one;hydrochloride,
19063764,158.15,CC(=O)C=O.CC(=O)C(=O)C,CC(=O)C=O.CC(=O)C(=O)C,"butane-2,3-dione;2-oxopropanal",
19362754,192.95,C(C[C-]=O)C=O.[Ag+],C(C[C-]=O)C=O.[Ag+],silver 4-oxobutanal,
19366238,76.09,CC=O.CO,CC=O.CO,acetaldehyde;methanol,
19370624,90.12,CCC(=O)C.O,CCC(=O)C.O,butan-2-one;hydrate,
19378216,288.70,CC=O.CC=O.[Hg+2],CC=O.CC=O.[Hg+2],acetaldehyde;mercury(2+),
19382907,90.08,CC(C=O)(O)O,CC(C=O)(O)O,"2,2-dihydroxypropanal",-1.3
19605922,128.17,CC(CCC=O)CC=O,CC(CCC=O)CC=O,3-methylhexanedial,0.2
19606697,62.07,CC=O.O,CC=O.O,acetaldehyde;hydrate,
19688737,86.09,CC=O.C=C=O,CC=O.C=C=O,acetaldehyde;ethenone,
19694734,116.11,CCC=O.C(=O)C=O,CCC=O.C(=O)C=O,oxaldehyde;propanal,
19705594,114.10,CC(C=O)(C=O)C=O,CC(C=O)(C=O)C=O,"ethane-1,1,1-tricarbaldehyde",-0.6
19737126,104.12,CCC(CC=O)F,CCC(CC=O)F,3-fluoropentanal,1.0
19784777,100.07,C(C=O)C(=O)C=O,C(C=O)C(=O)C=O,2-oxobutanedial,-0.8
19807450,95.05,C(C=O)C=O.[Na+],C(C=O)C=O.[Na+],sodium propanedial,
19827565,90.10,C(=O)C(=O)S,C(=O)C(=O)S,2-oxoethanethioic S-acid,0.2
19869295,98.03,C(=O)C=O.[OH-].[Na+],C(=O)C=O.[OH-].[Na+],sodium;oxaldehyde;hydroxide,
19876212,134.09,C(=O)C=O.C(=O)C=O.O,C(=O)C=O.C(=O)C=O.O,oxaldehyde;hydrate,
19899952,116.16,CCCC=O.CC=O,CCCC=O.CC=O,acetaldehyde;butanal,
19933060,100.12,CCC(C=O)C=O,CCC(C=O)C=O,2-ethylpropanedial,0.3
20065202,131.00,CCC=O.Cl.Cl,CCC=O.Cl.Cl,propanal;dihydrochloride,
20088689,108.57,CCCC=O.Cl,CCCC=O.Cl,butanal;hydrochloride,
20143883,76.03,C(=O)C(=O)F,C(=O)C(=O)F,2-oxoacetyl fluoride,0.1
20144580,96.08,C#CC(=O)CC=O,C#CC(=O)CC=O,3-oxopent-4-ynal,0.1
20149005,128.08,C(=O)C(C=O)(C=O)C=O,C(=O)C(C=O)(C=O)C=O,methanetetracarbaldehyde,-1.4
20157043,74.08,C1CC1=O.O,C1CC1=O.O,cyclopropanone;hydrate,
20164499,130.18,CCCC=O.CC(=O)C,CCCC=O.CC(=O)C,butanal;propan-2-one,
20192709,92.12,C(=O)C=O.S,C(=O)C=O.S,oxaldehyde;sulfane,
20194933,76.07,C(CF)C=O,C(CF)C=O,3-fluoropropanal,0.0
20195989,109.12,CC=O.C=O.N.O,CC=O.C=O.N.O,acetaldehyde;azane;formaldehyde;hydrate,
20253250,114.14,CC(C)C(C=O)C=O,CC(C)C(C=O)C=O,2-propan-2-ylpropanedial,0.7
20303419,197.96,C(=O)C(C=O)I,C(=O)C(C=O)I,2-iodopropanedial,0.1
20303527,90.05,C(=O)C(C=O)F,C(=O)C(C=O)F,2-fluoropropanedial,-0.2
20356447,130.18,CCC=O.CCC(=O)C,CCC=O.CCC(=O)C,butan-2-one;propanal,
20377307,89.09,C(CON)C=O,C(CON)C=O,3-aminooxypropanal,-1.2
20391254,168.11,C(C=O)C(CC=O)C(F)(F)F,C(C=O)C(CC=O)C(F)(F)F,3-(trifluoromethyl)pentanedial,0.5
20427665,128.13,CCC(=O)C(=O)C(=O)C,CCC(=O)C(=O)C(=O)C,"hexane-2,3,4-trione",-0.1
20431020,90.08,C=O.C(C=O)O,C=O.C(C=O)O,formaldehyde;2-hydroxyacetaldehyde,
20441111,90.02,C(=O)C(=O)P,C(=O)C(=O)P,2-oxo-2-phosphanylacetaldehyde,-0.4
20446369,128.13,C(C=O)C(CC=O)C=O,C(C=O)C(CC=O)C=O,"propane-1,2,3-tricarbaldehyde",-1.4
20485488,136.93,C(=O)C(=O)Br,C(=O)C(=O)Br,2-oxoacetyl bromide,0.7
20486028,88.11,CCC=O.C=O,CCC=O.C=O,formaldehyde;propanal,
20490989,119.87,B(O)(O)O.C(=O)C=O,B(O)(O)O.C(=O)C=O,boric acid;oxaldehyde,
20502358,158.24,CCCCC=O.CCCC=O,CCCCC=O.CCCC=O,butanal;pentanal,
20505731,142.15,CCCC(C=O)(C=O)C=O,CCCC(C=O)(C=O)C=O,"butane-1,1,1-tricarbaldehyde",0.3
20524603,187.5,C(=O)C=O.[O-]S[O-].[Zn+2],C(=O)C=O.[O-]S[O-].[Zn+2],,
20531819,124.55,C(=O)C(=O)SCl,C(=O)C(=O)SCl,S-chloro 2-oxoethanethioate,0.9
20544787,116.16,CCC(=O)C.CC=O,CCC(=O)C.CC=O,acetaldehyde;butan-2-one,
20545621,118.16,CC(=O)CC(=O)S,CC(=O)CC(=O)S,3-oxobutanethioic S-acid,0.1
20552521,90.12,CC(C)C=O.O,CC(C)C=O.O,2-methylpropanal;hydrate,
20571872,90.08,CC(=O)C=O.O,CC(=O)C=O.O,2-oxopropanal;hydrate,
20573951,136.20,C(=O)C(C=O)SS,C(=O)C(C=O)SS,2-(disulfanyl)propanedial,0.2
20590636,118.09,C(=O)C#CC#CC#CO,C(=O)C#CC#CC#CO,"7-hydroxyhepta-2,4,6-triynal",1.0
20591840,128.08,C(C(=O)C=O)C(=O)C=O,C(C(=O)C=O)C(=O)C=O,"2,4-dioxopentanedial",-0.9
20593623,255.90,[CH2-]C=O.[CH-]=O.[W+2],[CH2-]C=O.[CH-]=O.[W+2],acetaldehyde;methanone;tungsten(2+),
20597151,57.07,CC(=O)[CH2+],CC(=O)[CH2+],propan-2-one,-0.1
20613104,126.20,CO[CH-]CC=O.[K+],CO[CH-]CC=O.[K+],potassium 3-methoxypropanal,
20613113,110.15,C(C=O)[C-]=O.[K+],C(C=O)[C-]=O.[K+],potassium 3-oxopropanal,
20642218,241.92,[CH3-].[CH2-]C=O.[W+2],[CH3-].[CH2-]C=O.[W+2],acetaldehyde;carbanide;tungsten(2+),
20652894,114.10,CC(=O)CC(=O)C=O,CC(=O)CC(=O)C=O,"2,4-dioxopentanal",-0.5
20702358,92.07,CC(C=O)(O)F,CC(C=O)(O)F,2-fluoro-2-hydroxypropanal,-0.3
20732318,59.09,CCC=[OH+],CCC=[OH+],propylideneoxidanium,0.6
20742452,43.04,[CH2+]C=O,[CH2+]C=O,acetaldehyde,-0.3
20744931,50.0,[Li+].[CH2-]C=O,[Li+].[CH2-]C=O,lithium acetaldehyde,
20978981,118.20,CCCC(C=O)S,CCCC(C=O)S,2-sulfanylpentanal,1.3
21014882,74.08,CC(=[O+][O-])C,CC(=[O+][O-])C,oxido(propan-2-ylidene)oxidanium,-0.6
21028275,177.96,[CH2-]C=O.N(=O)[O-].[Y],[CH2-]C=O.N(=O)[O-].[Y],acetaldehyde;yttrium;nitrite,
21051211,820.4,CC(=O)[CH-]C=O.[W].[W].[W].[W],CC(=O)[CH-]C=O.[W].[W].[W].[W],3-oxobutanal;tungsten,
21107300,122.07,C(C=O)C(=O)C(F)F,C(C=O)C(=O)C(F)F,"4,4-difluoro-3-oxobutanal",0.4
21114858,298.76,C(=O)C(Br)(Br)Br.O,C(=O)C(Br)(Br)Br.O,"2,2,2-tribromoacetaldehyde;hydrate",
21116878,210.14,C(=O)C=O.C(=O)C=O.C(=O)C=O.O.O,C(=O)C=O.C(=O)C=O.C(=O)C=O.O.O,oxaldehyde;dihydrate,
21189145,114.10,CCC(=O)C(=O)C=O,CCC(=O)C(=O)C=O,"2,3-dioxopentanal",0.0
21190979,114.14,CC(C)(CC=O)C=O,CC(C)(CC=O)C=O,"2,2-dimethylbutanedial",0.0
21197420,108.04,C(=O)C(C=O)(F)F,C(=O)C(C=O)(F)F,"2,2-difluoropropanedial",0.1
21242637,67.84,[B]C(=O)C=O,[B]C(=O)C=O,,
21242758,60.10,C.CC=O,C.CC=O,acetaldehyde;methane,
21251742,116.07,C(=O)C=O.C(=O)C=O,C(=O)C=O.C(=O)C=O,oxaldehyde,
21263478,88.06,CC=O.C(=O)=O,CC=O.C(=O)=O,acetaldehyde;carbon dioxide,
21264937,112.08,C(=O)C=O.O.O.O,C(=O)C=O.O.O.O,oxaldehyde;trihydrate,
21265496,114.10,CC(=O)C(C=O)C=O,CC(=O)C(C=O)C=O,2-acetylpropanedial,-0.7
21269018,71.13,C(C=O)[Si],C(C=O)[Si],,
21280128,75.07,C(=O)C=O.N,C(=O)C=O.N,azane;oxaldehyde,
21294144,174.24,CCC=O.CCC=O.CCC=O,CCC=O.CCC=O.CCC=O,propanal,
21301831,102.09,COC(C=O)C=O,COC(C=O)C=O,2-methoxypropanedial,-0.7
21322048,96.13,CC#CCC(=O)C,CC#CCC(=O)C,hex-4-yn-2-one,0.7
21347800,128.13,CC(=O)CC(=O)CC=O,CC(=O)CC(=O)CC=O,"3,5-dioxohexanal",-0.6
21396871,108.52,C(C=O)C=O.Cl,C(C=O)C=O.Cl,propanedial;hydrochloride,
21505159,90.08,CC(=O)COO,CC(=O)COO,1-hydroperoxypropan-2-one,-0.7
21752648,94.06,C(C=O)C(F)F,C(C=O)C(F)F,"3,3-difluoropropanal",0.5
21797511,197.96,C(C=O)C(=O)I,C(C=O)C(=O)I,3-oxopropanoyl iodide,0.5
21841610,130.10,C(C=O)C=O.C(=O)C=O,C(C=O)C=O.C(=O)C=O,oxaldehyde;propanedial,
21848962,91.11,CC=O.C=O.N,CC=O.C=O.N,acetaldehyde;azane;formaldehyde,
